week,port,region,shipping_mode,avg_wait_days,disruption_index,freight_rate_usd,fuel_price_usd,backlog_teu,on_time_pct
2016-01-17,Hamburg,Middle East,bulk,1.8,43.89,3324.34,2.85,22660,73.23
2019-12-01,Savannah,Middle East,ro-ro,2.76,29.36,2251.74,3.7,18509,75.67
2017-02-12,Houston,Middle East,ro-ro,3.55,13.65,1476.61,2.65,13304,78.81
2018-05-06,Rotterdam,North America,container,4.73,22.69,2018.75,1.98,6410,73.73
2018-03-04,New York/New Jersey,Middle East,bulk,2.37,4.35,1898.45,2.43,19247,83.96
2017-01-01,Antwerp,Asia,ro-ro,3.43,9.02,1867.88,2.22,7846,80.43
2018-05-13,Colombo,South America,tanker,1.92,32.89,2959.31,1.43,19440,76.29
2024-08-25,Tanjung Priok,Middle East,bulk,0.78,5.21,1700.97,2.08,9532,86.88
2023-05-14,Hamburg,South America,bulk,2.46,17.59,1837.86,2.08,24333,79.8
2017-04-02,Manzanillo,Europe,tanker,5.05,34.17,3463.32,1.48,27785,69.65
2023-01-08,Los Angeles,Asia,bulk,3.87,11.97,1546.93,2.67,15124,78.67
2023-10-29,Los Angeles,Middle East,ro-ro,2.89,4.7,1326.24,1.89,16890,82.81
2022-11-27,Savannah,Middle East,ro-ro,4.43,44.02,1773.5,1.99,13963,67.93
2016-03-13,Jebel Ali,Middle East,bulk,3.88,8.57,708.99,1.65,9511,79.67
2022-12-11,Manzanillo,Europe,container,0.2,51.84,2089.58,1.32,18189,74.05
2022-02-27,Los Angeles,Middle East,bulk,7.0,34.68,1376.74,2.85,17280,65.6
2016-08-28,Rotterdam,Europe,bulk,3.94,21.98,1762.54,2.87,10707,75.53
2021-11-07,Singapore,Africa,bulk,2.98,15.43,2708.07,3.11,10012,79.41
2016-09-11,Jebel Ali,Africa,tanker,3.52,38.64,1713.19,1.89,28742,71.37
2015-04-19,Singapore,South America,ro-ro,1.16,37.47,1351.52,2.64,8218,76.44
2017-01-22,Shanghai,Middle East,bulk,4.51,12.7,1901.19,2.76,15676,77.17
2016-06-05,Manzanillo,Africa,bulk,6.0,35.48,1814.3,1.65,14245,67.36
2016-06-05,Colombo,Europe,tanker,5.29,43.08,2029.31,2.16,12196,66.5
2022-10-23,Valencia,South America,container,3.75,41.55,2769.25,2.94,16773,70.04
2020-04-05,Hamburg,Middle East,tanker,1.24,22.54,2290.86,1.96,12445,80.76
2015-04-26,Rotterdam,Europe,container,0.2,17.16,2115.96,2.41,22083,84.45
2021-06-27,Long Beach,South America,bulk,7.98,50.31,1533.21,3.35,25198,58.95
2023-07-02,Tanjung Priok,Africa,tanker,1.09,25.05,1447.64,2.37,9564,80.3
2024-12-15,Ningbo,Africa,bulk,3.53,7.24,1568.43,2.46,18406,80.77
2020-11-08,Tanjung Priok,Asia,container,5.27,39.06,3043.64,3.08,21799,67.74
2016-08-28,Ningbo,Asia,ro-ro,1.07,45.98,1858.41,3.2,19435,74.07
2024-12-15,Valencia,North America,ro-ro,6.88,6.92,2530.33,2.16,13010,74.16
2016-10-16,Busan,Europe,bulk,3.58,8.9,1548.2,2.28,17373,80.17
2022-11-20,Valencia,Middle East,ro-ro,4.39,33.17,1454.75,2.31,18378,71.27
2018-11-04,Durban,Africa,bulk,5.42,42.02,2178.95,1.71,16285,66.55
2015-07-05,Tanjung Priok,Middle East,tanker,3.4,10.69,2817.37,0.8,12418,79.99
2022-06-19,New York/New Jersey,South America,container,5.65,5.93,1330.13,2.72,10711,76.92
2024-01-21,Santos,South America,ro-ro,0.53,1.78,2827.93,2.11,14908,88.41
2022-07-17,Durban,Europe,ro-ro,1.79,10.84,2224.59,2.21,11052,83.17
2024-12-01,Santos,Africa,bulk,0.2,24.14,2429.51,2.78,23392,82.36
2017-07-16,Singapore,South America,bulk,1.59,16.45,2416.33,2.06,12792,81.88
2024-09-08,Long Beach,Africa,tanker,3.48,55.98,2304.32,1.87,20944,66.25
2015-01-04,Jebel Ali,Africa,bulk,0.83,14.88,2665.35,1.84,10166,83.88
2019-09-01,Busan,North America,tanker,5.96,51.74,2278.67,0.96,19511,62.56
2015-08-02,Busan,Middle East,ro-ro,5.67,20.75,2475.32,2.62,12214,72.44
2021-07-04,Valencia,South America,container,2.77,46.26,2406.42,2.11,21353,70.58
2015-08-09,Savannah,Europe,tanker,6.18,17.09,1897.66,1.95,8991,72.51
2018-06-17,Singapore,Asia,tanker,3.54,36.0,1899.5,1.96,13594,72.12
2019-12-08,Rotterdam,South America,ro-ro,1.53,31.65,2396.85,3.68,12948,77.44
2024-01-14,Colombo,Middle East,bulk,5.5,2.73,2292.49,2.61,12990,78.18
2017-10-01,Busan,South America,tanker,1.7,57.53,2468.93,2.07,24329,69.34
2018-08-26,Hamburg,Africa,bulk,0.75,49.83,1984.09,2.28,20097,73.55
2020-04-12,Jebel Ali,Europe,bulk,5.99,5.87,1983.51,2.38,9928,76.26
2017-01-08,Singapore,Middle East,bulk,4.58,22.33,2126.08,2.94,21524,74.14
2020-02-09,New York/New Jersey,Africa,tanker,5.07,29.39,2246.57,2.25,18720,71.04
2018-09-02,Durban,Asia,ro-ro,0.55,38.65,1908.22,1.32,21098,77.31
2018-07-01,Singapore,Middle East,bulk,3.5,33.57,2286.33,2.8,14663,72.93
2018-05-13,Jebel Ali,South America,bulk,5.08,31.14,3344.04,2.01,19435,70.5
2019-05-12,Singapore,South America,tanker,3.59,7.33,1001.85,1.66,9979,80.62
2017-01-01,Hamburg,South America,container,6.05,53.78,1793.32,2.15,21324,61.77
2022-09-04,Busan,Asia,container,4.55,36.68,3026.82,3.45,19088,69.9
2024-08-11,Manzanillo,Asia,ro-ro,2.35,77.65,3566.73,2.21,38931,62.0
2021-05-16,Los Angeles,South America,tanker,0.2,42.01,2070.0,1.75,20979,77.0
2024-07-28,Ningbo,Asia,bulk,3.39,19.36,1784.49,1.42,7418,77.41
2015-02-22,Antwerp,Asia,container,5.37,8.35,1738.4,3.07,24242,76.76
2016-06-19,Savannah,Middle East,ro-ro,0.92,12.04,2006.03,0.99,19126,84.55
2018-03-25,Long Beach,Europe,tanker,3.23,5.85,789.69,2.76,13382,81.79
2019-08-18,Shanghai,North America,container,0.2,23.05,1714.01,3.46,16628,82.68
2022-02-20,Antwerp,Middle East,tanker,5.1,23.1,2191.12,2.18,12611,72.87
2016-09-25,Singapore,Asia,ro-ro,0.45,21.74,2272.23,1.42,8317,82.58
2017-02-12,Singapore,Asia,bulk,3.62,25.55,2195.9,3.06,12438,75.1
2017-02-05,Antwerp,Africa,bulk,4.41,49.98,2006.37,2.41,32817,66.19
2022-03-06,Tanjung Priok,Europe,ro-ro,2.05,15.07,939.83,1.28,19264,81.38
2024-05-05,Manzanillo,North America,bulk,1.44,65.87,3053.33,1.7,26123,67.36
2023-05-14,Valencia,Asia,container,6.33,31.79,1958.1,2.27,13429,67.8
2015-04-26,Tanjung Priok,Asia,bulk,6.81,17.42,1253.6,2.79,12964,71.15
2017-02-19,Ningbo,North America,container,3.22,5.06,1089.33,2.25,18314,82.04
2021-12-12,Rotterdam,Middle East,ro-ro,4.19,18.03,1228.56,2.17,14876,76.21
2017-05-21,Colombo,South America,ro-ro,4.64,34.79,2503.71,2.97,27417,70.28
2016-03-06,Tanjung Priok,Africa,bulk,1.55,13.78,1580.36,2.44,12364,82.77
2024-05-19,Los Angeles,Asia,tanker,4.24,25.08,2468.11,2.29,17760,74.0
2017-07-16,Hamburg,South America,tanker,3.79,39.88,1477.3,3.54,26420,70.46
2022-11-20,Rotterdam,Europe,tanker,3.6,26.06,2719.05,2.35,20573,74.98
2023-05-28,Felixstowe,North America,tanker,5.59,41.6,1642.35,3.02,21504,66.34
2024-12-08,Felixstowe,Middle East,ro-ro,3.04,62.7,2459.33,2.06,31583,65.11
2020-06-28,Ningbo,Europe,bulk,1.26,30.18,3394.61,2.4,22476,78.43
2024-09-01,Singapore,South America,tanker,3.58,23.66,2882.65,2.67,16498,75.74
2020-06-28,Durban,Africa,tanker,2.25,33.25,1700.36,3.37,13931,75.53
2023-04-16,Busan,Asia,tanker,1.94,33.5,1750.18,2.8,15484,76.07
2018-07-01,Manzanillo,Europe,tanker,5.61,17.77,1982.02,2.47,14964,73.45
2017-04-30,New York/New Jersey,Africa,ro-ro,3.39,34.71,2023.27,3.28,13845,72.81
2021-07-11,Los Angeles,Europe,container,1.32,4.08,1720.88,1.62,12673,86.14
2015-10-11,Long Beach,Europe,tanker,2.33,54.08,3467.83,2.5,20841,69.12
2022-04-24,Hamburg,South America,bulk,2.99,33.54,2797.39,3.02,17906,73.96
2016-06-05,Hamburg,Europe,container,5.68,34.16,1200.19,3.23,19461,68.39
2021-05-23,Singapore,North America,bulk,2.31,19.32,2455.38,2.59,13569,79.58
2015-02-08,Singapore,Asia,ro-ro,2.42,13.53,1497.68,2.85,10985,81.1
2015-08-30,Manzanillo,Europe,ro-ro,3.04,49.79,1907.22,2.24,25660,68.98
2018-07-29,Savannah,Asia,tanker,4.85,21.24,1629.48,3.59,14967,73.93
2020-08-02,Manzanillo,South America,ro-ro,4.98,45.9,2824.67,2.09,14026,66.27
2022-07-31,Colombo,South America,ro-ro,7.78,15.5,1687.02,2.46,26710,69.79
2017-10-29,Santos,Africa,bulk,0.3,44.9,3320.42,1.91,21165,75.93
2023-04-23,Valencia,Africa,ro-ro,5.37,14.16,3544.65,3.2,18162,75.01
2020-09-27,Felixstowe,Europe,container,4.24,7.62,2107.78,1.8,8085,79.23
2017-07-16,Busan,South America,bulk,8.06,58.04,2737.45,3.56,20113,56.47
2022-03-27,Ningbo,Europe,container,3.9,16.76,2452.66,2.5,11016,77.17
2019-04-14,Rotterdam,Africa,container,5.62,19.27,1544.25,2.74,9752,72.98
2017-08-13,Antwerp,North America,bulk,5.36,23.46,939.0,2.39,19748,72.24
2018-12-02,Tanjung Priok,Europe,container,4.78,19.93,1250.06,1.65,22840,74.46
2020-12-27,Tanjung Priok,North America,container,5.94,15.7,1958.79,3.09,12727,73.41
2022-05-29,Los Angeles,North America,bulk,3.82,16.93,2305.62,3.08,17717,77.28
2023-02-26,Shanghai,Middle East,bulk,3.95,22.61,939.13,2.23,25947,75.32
2018-12-30,Durban,Middle East,tanker,1.92,10.0,1316.2,3.12,16136,83.16
2015-06-21,Durban,Europe,ro-ro,1.19,11.31,1749.95,1.38,16612,84.23
2022-12-04,Manzanillo,Africa,container,4.27,17.55,2158.53,3.3,15260,76.19
2023-12-10,Rotterdam,Europe,tanker,2.69,64.22,2698.65,1.78,25434,65.35
2024-06-02,Valencia,Asia,tanker,1.35,17.28,2622.41,1.75,10651,82.12
2022-02-13,Durban,Africa,tanker,1.02,16.66,979.11,2.54,26554,82.96
2024-06-30,Houston,Middle East,bulk,4.47,21.22,1883.63,2.44,25730,74.69
2015-08-23,Singapore,Europe,container,2.73,4.3,2463.43,1.8,15066,83.25
2023-11-26,Jebel Ali,Africa,bulk,7.31,17.62,3082.99,2.58,18707,70.09
2017-01-01,Jebel Ali,North America,bulk,5.8,15.14,2693.47,3.18,8609,73.86
2023-08-20,Savannah,Africa,ro-ro,3.9,23.03,3467.59,2.84,23543,75.29
2018-06-10,New York/New Jersey,Middle East,bulk,3.11,36.48,1653.06,2.09,17041,72.84
2018-11-25,Valencia,Africa,bulk,4.65,22.91,1897.49,2.39,18767,73.83
2018-08-26,Los Angeles,Asia,bulk,5.48,21.75,1551.01,2.01,18375,72.51
2018-05-20,Houston,South America,bulk,4.69,21.86,1779.4,2.44,9954,74.06
2023-01-29,Rotterdam,North America,ro-ro,3.11,13.11,2372.68,3.02,13329,79.85
2021-05-30,Colombo,North America,tanker,3.67,11.49,1534.95,2.19,10706,79.21
2019-08-18,Durban,South America,bulk,0.49,30.52,2100.31,2.49,20914,79.86
2019-08-25,Rotterdam,Asia,tanker,3.0,27.28,2076.05,1.23,14960,75.82
2019-10-20,Colombo,South America,bulk,7.18,42.18,2611.69,2.13,25269,62.99
2021-04-11,Durban,Asia,tanker,4.75,27.99,938.15,3.24,15256,72.1
2023-03-12,Savannah,Middle East,ro-ro,2.83,30.55,2530.89,1.43,20490,75.18
2024-09-01,Hamburg,Europe,ro-ro,7.97,13.06,2731.12,2.95,12080,70.14
2020-09-06,Hamburg,North America,tanker,4.37,35.38,2876.93,2.03,8600,70.65
2020-02-16,Shanghai,South America,ro-ro,2.85,15.64,1075.73,2.33,12253,79.61
2017-04-16,Rotterdam,Middle East,ro-ro,7.48,26.86,2413.5,3.31,22643,66.98
2015-01-18,Rotterdam,South America,bulk,2.73,29.59,1348.97,2.38,18473,75.66
2023-08-20,New York/New Jersey,Europe,container,3.64,51.56,2828.83,3.49,25424,67.25
2021-07-04,Hamburg,Africa,ro-ro,4.61,24.41,2246.34,2.29,19183,73.46
2024-10-06,Savannah,Europe,ro-ro,2.27,62.48,3208.38,2.26,21605,66.72
2021-05-30,Houston,South America,bulk,3.66,15.41,1707.43,2.35,16172,78.06
2017-07-23,Houston,North America,container,4.05,25.1,2002.55,2.6,22571,74.37
2017-08-20,Busan,Middle East,container,6.76,36.33,1800.49,2.5,25084,65.58
2018-09-09,Rotterdam,North America,container,2.91,47.86,729.59,2.5,23936,69.82
2020-03-15,Durban,Middle East,ro-ro,3.04,9.77,1458.7,2.03,12201,80.99
2024-11-17,Manzanillo,South America,ro-ro,2.67,40.32,1713.87,2.65,31947,72.56
2021-11-07,Antwerp,Africa,tanker,1.93,17.09,1934.17,2.14,25914,81.01
2022-01-02,Rotterdam,Europe,ro-ro,5.79,21.98,2372.08,3.33,9355,71.83
2016-03-13,Long Beach,Europe,container,5.53,41.88,2312.13,2.9,25645,66.38
2020-06-14,Ningbo,Europe,ro-ro,3.22,13.56,2487.96,2.64,22502,79.49
2016-08-07,Colombo,South America,tanker,0.2,42.56,2165.31,2.71,16655,76.83
2017-02-26,Valencia,North America,tanker,1.15,6.78,2246.13,1.7,16617,85.67
2018-03-11,Antwerp,Africa,container,4.16,13.53,2518.32,2.86,12846,77.62
2015-06-14,Houston,Africa,bulk,3.62,42.84,2370.35,1.93,16216,69.91
2021-10-31,Los Angeles,North America,tanker,3.77,35.73,981.74,1.67,13647,71.74
2018-11-25,Santos,Asia,bulk,3.99,68.87,2174.3,3.84,23352,61.36
2016-02-14,Tanjung Priok,Europe,container,4.41,58.25,2170.99,3.34,20722,63.71
2023-02-26,Santos,North America,bulk,1.75,17.77,2397.88,2.89,15435,81.17
2024-10-20,New York/New Jersey,South America,container,3.03,62.25,2445.59,1.86,23255,65.26
2017-11-05,Jebel Ali,North America,bulk,3.51,21.47,2985.35,2.74,10846,76.54
2017-12-24,Savannah,Europe,bulk,2.87,46.22,2434.96,2.95,26911,70.39
2017-04-23,Valencia,Middle East,ro-ro,1.19,36.24,2119.08,2.31,24206,76.75
2017-09-24,Long Beach,North America,container,4.12,19.7,1798.64,2.91,19435,75.85
2017-04-09,Savannah,Middle East,ro-ro,5.0,36.23,2249.18,2.91,29123,69.13
2017-01-22,Houston,Europe,container,2.26,11.96,2853.62,1.92,18767,81.89
2017-05-14,Tanjung Priok,Africa,container,1.92,30.07,1975.16,3.1,15366,77.14
2023-10-08,Houston,Africa,tanker,0.97,41.94,2612.24,1.76,23783,75.48
2023-08-06,Hamburg,Europe,bulk,2.21,44.43,1624.68,1.96,11588,72.25
2015-09-20,Ningbo,South America,bulk,3.71,23.51,2142.38,1.48,14897,75.53
2023-06-18,Jebel Ali,Asia,bulk,5.42,47.48,2765.95,2.23,29310,64.92
2015-04-05,Rotterdam,Middle East,tanker,2.57,27.56,2110.29,1.34,20062,76.59
2017-01-15,Houston,Asia,bulk,5.48,38.05,2154.63,1.81,21648,67.62
2016-12-18,New York/New Jersey,Asia,container,5.76,26.46,2823.32,1.59,15277,70.54
2022-10-02,Manzanillo,Europe,tanker,2.87,11.64,2252.77,1.2,17409,80.77
2015-03-01,Colombo,Africa,tanker,2.75,26.56,3039.16,2.33,16146,76.53
2017-08-20,Houston,South America,tanker,4.9,18.93,1597.42,2.39,9651,74.52
2022-05-15,Houston,North America,bulk,4.75,4.08,2001.22,1.88,11401,79.28
2022-03-13,Busan,Africa,ro-ro,4.61,22.21,1178.58,2.99,22029,74.12
2016-04-17,Los Angeles,Europe,tanker,3.84,59.82,2976.38,2.98,26270,64.37
2017-07-09,Colombo,Middle East,container,4.8,47.95,2785.58,1.76,20107,66.02
2016-11-27,Hamburg,Middle East,container,3.93,38.79,3716.74,1.89,21674,70.5
2017-10-15,Shanghai,Europe,ro-ro,7.99,23.57,1683.91,3.22,18644,66.95
2022-01-16,Durban,Asia,tanker,6.15,31.48,2210.48,2.95,22241,68.26
2022-08-07,Ningbo,Europe,bulk,8.1,39.36,1840.84,3.15,30031,61.99
2015-07-12,Shanghai,North America,bulk,1.98,29.7,1811.85,1.8,17855,77.13
2015-07-05,Houston,Middle East,container,5.88,52.37,2711.01,2.18,16956,62.53
2023-04-16,Savannah,Asia,bulk,0.2,78.82,2757.48,1.93,24560,65.95
2024-05-26,Hamburg,South America,ro-ro,5.25,52.34,3043.95,2.09,23075,63.8
2020-06-14,Long Beach,Europe,container,10.96,22.66,2497.52,2.97,16387,61.28
2023-09-10,New York/New Jersey,Middle East,ro-ro,1.99,42.66,2068.89,1.66,14827,73.22
2015-06-07,Felixstowe,Europe,bulk,5.41,36.41,2009.27,1.72,23016,68.26
2017-06-25,Ningbo,South America,container,4.02,21.83,1607.11,3.57,11217,75.41
2021-09-19,Singapore,Asia,bulk,3.3,29.74,2049.12,1.94,22788,74.48
2015-02-22,Hamburg,Africa,tanker,3.8,12.69,2304.96,1.62,23327,78.59
2015-08-23,Hamburg,North America,container,6.53,41.31,3265.3,1.82,22032,64.55
2015-05-03,Tanjung Priok,Asia,ro-ro,3.9,8.08,2399.26,2.25,9402,79.78
2024-09-29,Colombo,Africa,ro-ro,3.88,62.32,2476.54,3.36,24185,63.54
2022-03-27,Felixstowe,Asia,container,3.29,17.41,760.77,2.26,8576,78.2
2022-04-10,Valencia,South America,tanker,4.81,41.15,3208.65,2.14,22805,68.04
2022-04-17,Ningbo,Middle East,bulk,6.79,25.68,2752.07,2.36,17987,68.72
2019-11-03,Shanghai,Middle East,container,3.81,25.5,1714.44,1.62,14867,74.73
2017-09-10,Shanghai,Middle East,ro-ro,2.97,33.48,3008.9,2.28,16140,74.02
2015-01-18,Savannah,North America,container,0.77,60.64,2342.37,3.27,20290,70.27
2017-04-30,Manzanillo,North America,container,3.56,2.92,1764.6,2.23,12425,82.0
2019-01-27,Los Angeles,Africa,ro-ro,1.35,41.01,1260.26,2.28,19654,75.0
2019-07-07,Savannah,Middle East,ro-ro,3.78,20.7,3157.93,2.7,12244,76.23
2020-05-31,New York/New Jersey,Middle East,bulk,4.8,21.09,1051.97,3.09,19638,74.07
2023-04-23,Manzanillo,North America,container,4.21,25.18,1015.7,2.16,18685,74.03
2016-11-27,Busan,Middle East,container,2.8,55.81,1848.17,1.87,27844,67.66
2017-11-26,Colombo,North America,container,5.48,23.5,1561.87,2.72,20876,71.99
2021-09-19,Long Beach,Middle East,container,5.37,33.59,2515.1,2.78,20771,69.18
2018-11-04,Manzanillo,North America,ro-ro,0.32,9.48,1995.48,3.34,19314,86.52
2023-11-19,Savannah,Europe,container,0.2,36.88,1849.07,2.2,17808,78.54
2024-01-28,Hamburg,Asia,container,0.88,15.26,2157.92,2.57,10077,83.66
2015-12-06,Ningbo,Asia,tanker,1.08,38.88,3536.95,2.55,21232,76.18
2024-08-25,Ningbo,Europe,ro-ro,3.46,15.36,2884.69,2.85,8703,78.47
2018-06-10,Savannah,Africa,bulk,0.84,46.6,2728.83,3.53,22078,74.34
2015-06-28,Los Angeles,South America,ro-ro,4.8,29.22,2915.72,3.33,15725,71.63
2018-07-29,Busan,South America,tanker,2.16,26.9,1798.31,3.34,15356,77.61
2023-10-08,Felixstowe,Africa,ro-ro,2.3,6.66,2296.66,0.8,6788,83.4
2019-12-22,Santos,North America,bulk,2.74,25.07,1650.94,2.16,14102,77.0
2017-05-14,Durban,North America,tanker,2.31,23.04,1847.78,1.76,20438,78.47
2018-11-25,Antwerp,South America,ro-ro,5.97,13.43,2311.09,2.3,12078,74.03
2018-01-28,Valencia,Asia,ro-ro,4.18,34.04,1718.54,3.93,11143,71.43
2022-09-25,Felixstowe,Europe,container,1.8,30.83,2841.99,1.76,20912,77.15
2021-12-05,Colombo,North America,bulk,3.0,46.03,2313.71,3.81,6434,70.19
2017-09-17,Santos,North America,container,7.14,23.71,1540.31,1.15,11012,68.61
2016-02-14,Shanghai,Middle East,ro-ro,1.2,5.35,2166.16,2.43,15114,85.99
2023-05-07,Savannah,Asia,tanker,3.84,62.02,2435.96,3.23,31182,63.71
2015-06-28,New York/New Jersey,North America,container,4.65,15.47,680.16,3.81,17388,76.06
2023-10-08,Colombo,Middle East,ro-ro,1.29,47.4,2607.0,1.6,24491,73.2
2017-06-11,Shanghai,North America,container,2.49,55.21,3077.96,2.78,22430,68.46
2020-02-23,Colombo,Europe,container,4.34,14.85,877.53,1.32,14704,76.87
2020-04-19,Colombo,North America,tanker,2.45,59.37,1791.49,1.34,17055,67.29
2019-11-24,New York/New Jersey,Asia,bulk,4.16,61.35,1897.29,2.61,32227,63.28
2015-11-01,Shanghai,South America,container,3.35,35.73,2414.98,1.92,21600,72.58
2020-11-01,Tanjung Priok,Middle East,ro-ro,0.58,20.78,2314.4,1.98,16858,82.61
2024-09-01,Hamburg,Africa,container,7.34,47.54,2421.48,2.48,14061,61.06
2018-11-25,Valencia,South America,ro-ro,7.5,51.37,1851.28,1.78,19103,59.59
2017-05-14,Felixstowe,Middle East,tanker,4.34,17.29,807.41,2.49,23461,76.13
2017-01-01,Felixstowe,Middle East,container,2.56,39.44,3355.21,2.28,23321,73.05
2017-12-03,Antwerp,Middle East,tanker,7.19,13.6,1422.77,3.62,10659,71.54
2015-12-20,Santos,Middle East,tanker,2.77,25.75,1507.91,2.07,20626,76.74
2019-11-17,Hamburg,Europe,tanker,5.31,41.89,2089.14,2.5,25818,66.81
2023-07-30,Rotterdam,Europe,tanker,0.2,49.7,1615.36,2.46,27070,74.69
2017-03-26,Tanjung Priok,Middle East,container,2.56,9.76,1768.09,2.07,19734,81.95
2016-04-24,Shanghai,Europe,ro-ro,0.58,46.92,3344.1,2.28,16912,74.76
2017-09-24,Los Angeles,Europe,ro-ro,3.41,22.29,2521.93,1.48,23210,76.49
2016-01-03,Manzanillo,Middle East,bulk,1.61,30.78,1685.21,3.08,14185,77.55
2017-01-29,New York/New Jersey,Middle East,container,6.34,45.42,1660.39,2.32,24568,63.69
2018-02-11,Los Angeles,Africa,tanker,4.43,30.31,2319.45,1.62,13675,72.05
2016-11-13,Durban,North America,bulk,4.24,10.27,1788.08,1.74,16418,78.44
2022-04-03,Tanjung Priok,South America,ro-ro,6.64,9.77,1312.2,1.32,16758,73.79
2017-11-19,Savannah,North America,ro-ro,2.78,7.72,600.2,2.09,5051,82.12
2015-06-07,Durban,South America,tanker,1.86,24.36,2024.43,2.59,24676,78.97
2024-12-22,Los Angeles,North America,ro-ro,2.1,19.98,2476.63,3.09,13576,79.81
2020-02-09,Ningbo,South America,bulk,3.34,29.68,2193.5,1.57,15268,74.42
2018-02-25,Savannah,Middle East,tanker,6.13,19.09,2158.04,2.28,8846,72.01
2019-07-28,Colombo,Middle East,tanker,4.63,12.95,677.11,2.01,13958,76.85
2023-08-06,Los Angeles,South America,bulk,4.62,14.95,2288.22,3.17,13015,76.28
2016-03-20,Los Angeles,Asia,container,4.81,46.89,2480.58,2.22,23217,66.31
2023-03-19,Santos,Asia,ro-ro,2.43,7.94,829.56,2.51,17030,82.76
2016-10-30,Rotterdam,Europe,ro-ro,3.77,57.72,2283.67,3.1,25078,65.14
2016-09-04,Ningbo,South America,ro-ro,1.71,30.07,2710.64,2.55,18586,77.56
2016-10-16,New York/New Jersey,Europe,ro-ro,5.13,27.92,1569.94,2.95,17900,71.36
2020-04-19,Rotterdam,South America,ro-ro,2.73,19.92,2414.63,2.43,13060,78.56
2024-11-24,Houston,Middle East,ro-ro,4.39,29.28,1408.25,3.62,23485,72.44
2024-05-12,Long Beach,Asia,container,3.02,45.65,1924.83,2.21,19166,70.26
2021-12-19,Hamburg,Africa,container,5.2,43.63,1436.78,1.94,9933,66.51
2020-01-26,New York/New Jersey,South America,ro-ro,1.64,25.27,2405.31,2.97,22992,79.14
2017-03-19,Busan,Middle East,container,1.45,8.57,2061.63,3.49,7032,84.53
2024-09-15,Durban,Africa,bulk,3.51,44.43,2152.14,1.76,20381,69.65
2018-06-24,Santos,Asia,bulk,1.31,15.61,2126.53,1.93,10138,82.7
2021-07-18,Jebel Ali,Asia,container,4.76,31.89,715.38,3.03,21622,70.91
2024-01-14,Colombo,Africa,ro-ro,3.33,43.33,2388.66,2.78,19120,70.34
2018-07-29,Ningbo,Africa,container,3.34,46.61,3264.23,3.02,25306,69.34
2023-04-09,Ningbo,South America,ro-ro,0.2,34.87,1809.67,2.31,15625,79.14
2022-07-10,Durban,Europe,tanker,4.24,37.03,2826.05,1.53,16886,70.41
2023-06-04,Los Angeles,Asia,ro-ro,5.19,18.21,2715.57,2.08,10228,74.16
2021-02-14,Houston,North America,ro-ro,3.93,28.69,2424.5,1.72,15022,73.53
2015-03-22,Houston,South America,tanker,0.26,75.92,3513.3,3.26,33866,66.7
2017-01-01,Jebel Ali,Europe,bulk,3.72,34.03,979.37,3.04,16889,72.35
2021-12-26,Colombo,Europe,ro-ro,4.2,24.43,1477.95,2.95,21741,74.27
2020-05-24,Durban,South America,bulk,4.09,49.82,1663.7,2.66,25587,66.87
2015-01-04,Manzanillo,South America,bulk,0.2,60.61,2102.07,2.56,30692,71.42
2020-03-22,Durban,Middle East,bulk,1.67,27.4,2004.36,3.69,19763,78.44
2015-10-25,Felixstowe,Europe,tanker,4.13,43.55,2934.46,3.78,13388,68.68
2022-10-02,Santos,Europe,ro-ro,6.97,42.98,2574.17,3.96,23618,63.17
2016-05-01,Felixstowe,North America,container,3.54,18.02,1907.53,2.01,20628,77.51
2016-10-02,Ningbo,North America,bulk,5.47,30.79,2440.31,1.52,26816,69.82
2017-03-19,Colombo,Africa,bulk,2.99,24.34,2167.63,2.44,20312,76.72
2022-01-09,Tanjung Priok,Africa,bulk,3.68,80.13,3521.69,2.04,29969,58.6
2019-01-06,Felixstowe,North America,bulk,2.94,36.01,2758.45,2.39,9095,73.32
2019-03-10,Santos,Africa,ro-ro,0.2,18.02,1846.77,2.17,18314,84.19
2015-01-04,Singapore,Europe,bulk,2.16,36.01,2578.43,1.98,18937,74.88
2015-11-08,Shanghai,Asia,container,6.31,17.67,3063.7,2.66,18056,72.08
2022-11-13,Singapore,Africa,container,1.31,9.59,1021.68,2.12,6900,84.5
2018-04-01,Busan,Asia,tanker,4.68,11.84,2417.16,2.92,16296,77.09
2024-09-22,Houston,Asia,container,1.02,55.28,2957.96,2.09,23448,71.38
2016-11-27,Felixstowe,Asia,container,2.54,72.27,1569.51,2.87,29830,63.24
2018-10-14,Ningbo,Asia,container,3.38,17.35,1740.53,2.39,19333,78.04
2023-03-05,Jebel Ali,North America,ro-ro,6.94,18.17,1570.39,1.84,7173,70.67
2024-06-30,New York/New Jersey,South America,bulk,0.62,12.67,2299.55,2.63,16921,84.96
2020-01-26,Tanjung Priok,South America,container,2.55,17.7,2171.62,2.23,17263,79.59
2015-01-18,Jebel Ali,Middle East,bulk,3.43,18.1,1685.68,1.25,17302,77.71
2016-11-27,Shanghai,North America,ro-ro,4.99,34.93,2180.83,1.64,18539,69.54
2020-04-26,Felixstowe,South America,container,3.11,45.88,2301.08,3.45,9023,70.02
2019-06-09,Singapore,South America,bulk,5.13,11.76,2011.26,2.58,21524,76.21
